entity,step,gdp,unemployment,inflation,resilience_score,fiscal_response
"Australia

General Government",8,101.04423845320585,5.338593631069799,0.9793229339683956,0.0,0.0
"Australia

General Government",9,101.15347285071638,5.410519827688042,0.6145534635504941,0.0,0.0
"Australia

General Government",10,100.74974002403545,5.269512458805598,0.6687743073407802,0.0,0.0
"Australia

General Government",11,93.69725822235296,9.469512458805596,3.46877430734078,0.0,0.0
"Australia

General Government",12,94.2720785230688,9.33513656120193,3.5115124575840655,0.0,0.0
"Australia

General Government",13,95.42530891885092,9.061018063648817,3.8394228310410643,0.0,0.0
"Australia

General Government",14,94.84979076096747,8.786808280554224,4.127217305815193,0.0,0.0
"Australia

General Government",15,94.32412245174588,8.500166043913229,4.445306889796077,0.0,0.0
"Australia

General Government",16,97.52811369862822,6.5001656438212105,4.833741015447751,2.8,4.0
"Australia

General Government",17,97.98485477376865,6.455950968101998,5.512100660245673,2.8,4.0
"Australia

General Government",18,97.2255879408103,6.353029365066039,5.044917829294725,2.8,4.0
"Australia

General Government",19,98.344841322465,6.220339128270411,4.771228269669434,2.8,4.0
"Australia

General Government",20,98.28257208852634,6.194935096764743,4.646136525543294,2.8,4.0
"Australia

General Government",21,100.18882091923824,6.246610804265824,4.171286275527426,2.8,4.0
Structured,0,100.0,5.0,2.0,0.0,0.0
Structured,1,98.11878576723262,4.74337861872822,1.9074080798863107,0.0,0.0
Structured,2,97.20703435464354,5.19250587343859,2.09003762950094,0.0,0.0
Structured,3,96.69061175916633,5.111738753860853,2.2228805828247076,0.0,0.0
Structured,4,94.61995650117517,4.931795329971016,2.055003188398069,0.0,0.0
Structured,5,94.12918834917363,4.67952582523433,2.174307825353336,0.0,0.0
Structured,6,95.4411860122389,4.412218035230026,2.260294118263516,0.0,0.0
Structured,7,95.88625129391566,4.449176447791348,2.6839802201109304,0.0,0.0
Structured,8,96.05462934511054,4.624552957021133,2.7794124236914994,0.0,0.0
Structured,9,96.9300400848384,4.371290408941043,2.9602522913673877,0.0,0.0
Structured,10,96.58222470846839,4.419462667165843,3.0610338105464505,0.0,0.0
Structured,11,89.8214689788756,8.619462667165841,5.86103381054645,0.0,0.0
Structured,12,90.75812318783825,8.5844345965957,5.588684476946463,0.0,0.0
Structured,13,91.86794973053972,8.413227620488092,5.4245695414239465,0.0,0.0
Structured,14,92.97782914695269,8.460508941150088,5.224245848671202,0.0,0.0
Structured,15,94.40234554064413,8.204579669018807,5.285339289795899,0.0,0.0
Structured,16,97.31554391978086,5.912312619443821,6.490412492873476,2.8,4.0
Structured,17,98.68123407722688,6.076493653337624,6.3910526652077415,2.8,4.0
Structured,18,98.21519108531778,5.8668293397064355,5.759335335056224,2.8,4.0
Structured,19,96.21950923350153,5.701823611781985,5.72813189969781,2.8,4.0
Structured,20,96.5503834152696,6.144692552740962,5.699124307720059,2.8,4.0
Structured,21,97.89487947202092,6.023625651676435,5.648942865436317,2.8,4.0
Guarantee Scheme,0,100.0,5.0,2.0,0.0,0.0
Guarantee Scheme,1,99.12650735767463,5.00268195953089,2.4560398487402617,0.0,0.0
Guarantee Scheme,2,99.15948068279494,4.581226748416974,2.161458128526956,0.0,0.0
Guarantee Scheme,3,98.02231781069415,4.334209638342582,1.8976814802022985,0.0,0.0
Guarantee Scheme,4,98.8251798085987,4.017273006325379,1.917068447600537,0.0,0.0
Guarantee Scheme,5,98.1928018642674,3.873205184507662,1.7254221877364317,0.0,0.0
Guarantee Scheme,6,98.64902786891233,3.9676638339319514,1.85427294308101,0.0,0.0
Guarantee Scheme,7,98.99247618463603,3.94949710642131,1.7216199732454467,0.0,0.0
Guarantee Scheme,8,99.9428290778972,3.8618563512251547,1.7312470366102004,0.0,0.0
Guarantee Scheme,9,100.44856015112138,3.6754744300281805,1.4217740091850897,0.0,0.0
Guarantee Scheme,10,100.7270104408793,3.7175992761523466,0.7662055009539006,0.0,0.0
Guarantee Scheme,11,93.67611971001774,7.917599276152346,3.5662055009539007,0.0,0.0
Guarantee Scheme,12,94.41607101261955,7.900774572769302,3.282276637053258,0.0,0.0
Guarantee Scheme,13,95.91564042495783,8.134167989342668,3.1435654200955088,0.0,0.0
Guarantee Scheme,14,95.40994278240782,7.900597212663701,3.2589100682235,0.0,0.0
Guarantee Scheme,15,96.7710332415427,7.7987679572142525,3.462049132461505,0.0,0.0
Guarantee Scheme,16,98.25651059337947,5.594261434516985,4.100246840714483,2.8,4.0
Guarantee Scheme,17,95.51503260428191,5.513001435902129,4.013599952405084,2.8,4.0
Guarantee Scheme,18,95.53730717166447,5.324912261805839,3.3661399379605492,2.8,4.0
Guarantee Scheme,19,95.87583202768451,5.229464719444963,3.446510191622971,2.8,4.0
Guarantee Scheme,20,96.86625156381875,5.247527879638368,3.2403494274452513,2.8,4.0
Guarantee Scheme,21,96.41226755048238,5.250125215605098,2.3432431796101074,2.8,4.0
Northern,0,100.0,5.0,2.0,0.0,0.0
Northern,1,98.74834750092725,4.693721974182544,1.9758293322418827,0.0,0.0
Northern,2,99.37743102260241,4.2026016258777705,2.2879306723384745,0.0,0.0
Northern,3,100.30167929244843,3.944406596880292,2.55366395361188,0.0,0.0
Northern,4,100.40850296252766,4.01212709777229,2.881975642935006,0.0,0.0
Northern,5,101.10993379156407,3.823263459847135,2.3877329428001395,0.0,0.0
Northern,6,101.68053628329552,3.9795004121644806,2.280194896378347,0.0,0.0
Northern,7,102.1209483530037,3.9228103479202763,2.002120682180007,0.0,0.0
Northern,8,102.61211753456672,3.9322217379773714,1.6284851696800153,0.0,0.0
Northern,9,103.13723317818783,3.494973372197281,1.7752999194593122,0.0,0.0
Northern,10,102.96905456128648,3.1773245645761623,1.5500583596405082,0.0,0.0
Northern,11,95.76122074199642,7.377324564576162,4.350058359640508,0.0,0.0
Northern,12,97.40345288116845,7.24383541793991,4.048420637845549,0.0,0.0
Northern,13,98.55941532412491,7.208170898769609,4.219075292332322,0.0,0.0
Northern,14,99.48315951567233,7.235261687991029,4.31570779839208,0.0,0.0
Northern,15,100.56135057219161,7.39949859506682,4.28075186581069,0.0,0.0
Northern,16,100.99669163886128,5.466544498122346,4.701606759240668,2.8,4.0
Northern,17,99.64432995102476,5.458818006185731,4.775261620574565,2.8,4.0
Northern,18,100.51762848307077,5.608172728875992,4.519967639943188,2.8,4.0
Northern,19,99.42629487471905,5.625460460842358,4.374282396170168,2.8,4.0
Northern,20,98.8879001086405,5.5142045044574886,4.948535155759712,2.8,4.0
Northern,21,98.71263853527795,5.239261135933562,5.0019571473069275,2.8,4.0
"Canada

Central Government",0,100.0,5.0,2.0,0.0,0.0
"Canada

Central Government",1,99.32722516366454,4.9532706022821165,2.306738574070514,0.0,0.0
"Canada

Central Government",2,97.84639093704097,5.100720899439305,2.7859633231252365,0.0,0.0
"Canada

Central Government",3,95.19781051872717,5.040351162396935,2.0229223276816146,0.0,0.0
"Canada

Central Government",4,94.1603958322624,4.947577300960714,1.8792863589494764,0.0,0.0
"Canada

Central Government",5,94.39548998655583,4.82243020450914,1.8197101653961671,0.0,0.0
"Canada

Central Government",6,95.2434285649386,4.8094041700218835,1.442999186946495,0.0,0.0
"Canada

Central Government",7,94.34317228490836,4.6239329285993085,1.1869720596026183,0.0,0.0
"Canada

Central Government",8,94.11596224993168,4.272054317452548,1.289731596180691,0.0,0.0
"Canada

Central Government",9,95.28362164366862,4.318276170619563,1.4390431088408027,0.0,0.0
"Canada

Central Government",10,95.5711995700005,4.348948229334762,1.4090020714020692,0.0,0.0
"Canada

Central Government",11,88.88121560010046,8.548948229334762,4.209002071402069,0.0,0.0
"Canada

Central Government",12,87.87802751116605,8.783210565436038,4.7032818560681635,0.0,0.0
"Canada

Central Government",13,89.37127172731698,8.830607905509728,5.063807985826694,0.0,0.0
"Canada

Central Government",14,88.75409863100141,8.782474746739037,5.519433324923158,0.0,0.0
"Canada

Central Government",15,87.25701280823823,8.332958364512324,5.59225690032169,0.0,0.0
"Canada

Central Government",16,88.45667358828867,6.209878974879254,5.677639705906805,2.8,4.0
"Canada

Central Government",17,90.55482543350388,6.003855903107835,6.111337132237874,2.8,4.0
"Canada

Central Government",18,91.56154258971416,5.775178585737087,5.862428787957666,2.8,4.0
"Canada

Central Government",19,92.2435324732398,6.012192838365724,5.8456059742582225,2.8,4.0
"Canada

Central Government",20,92.3615390082676,6.297597710337865,5.702164112001907,2.8,4.0
"Canada

Central Government",21,94.04408896774413,6.403667578385239,6.463456192025345,2.8,4.0
Business Credit Availability,0,100.0,5.0,2.0,0.0,0.0
Business Credit Availability,1,100.6779549955229,4.795788440876808,1.8734260788096102,0.0,0.0
Business Credit Availability,2,101.55272905153647,4.661506585075117,1.9951533022968109,0.0,0.0
Business Credit Availability,3,101.25893389541868,4.737626335380822,1.9248122332461177,0.0,0.0
Business Credit Availability,4,100.86879131078521,4.630601340816524,1.9557524518152898,0.0,0.0
Business Credit Availability,5,101.32095370802719,4.768831535554366,1.6529450554244711,0.0,0.0
Business Credit Availability,6,101.06208010514507,5.103649619728522,1.1912071508983533,0.0,0.0
Business Credit Availability,7,101.60931804378093,5.096669039388721,0.9745997157944445,0.0,0.0
Business Credit Availability,8,102.31958912602073,5.217363429470083,0.8199633358172493,0.0,0.0
Business Credit Availability,9,100.25257451099415,5.065551912721183,0.7078323292847423,0.0,0.0
Business Credit Availability,10,99.35851078218623,5.059314610996989,1.3177393658805845,0.0,0.0
Business Credit Availability,11,92.40341502743318,9.259314610996988,4.117739365880585,0.0,0.0
Business Credit Availability,12,92.72631423176085,9.326790097939607,4.221869677963974,0.0,0.0
Business Credit Availability,13,94.29665224874097,9.397823135065904,4.092451218662795,0.0,0.0
Business Credit Availability,14,93.1970076853296,9.353489966920955,4.178742811991337,0.0,0.0
Business Credit Availability,15,94.00188209235529,9.580703365144263,4.1294417370212795,0.0,0.0
Business Credit Availability,16,95.3535840974268,7.2109472726258765,4.218894011644223,2.8,4.0
Business Credit Availability,17,98.05790170182452,7.166075894844274,3.7818440759020064,2.8,4.0
Business Credit Availability,18,97.82770467779676,7.3926537108408645,3.7663051433584775,2.8,4.0
Business Credit Availability,19,97.4857171125431,7.596073608921803,4.040600178379747,2.8,4.0
Business Credit Availability,20,97.6696240108528,7.510261601226519,3.93071503764925,2.8,4.0
Business Credit Availability,21,98.1751184958909,7.582959479641123,3.9187696892659942,2.8,4.0
Canada,0,100.0,5.0,2.0,0.0,0.0
Canada,1,98.5748407707574,4.614830979085444,1.4471806732469716,0.0,0.0
Canada,2,99.3912905567492,4.543512956276235,1.2871469135343605,0.0,0.0
Canada,3,99.67923127388462,4.407771017899564,1.4328452373288734,0.0,0.0
Canada,4,100.72340884676929,4.1935238662611365,1.1857880115899133,0.0,0.0
Canada,5,99.78884302146221,3.872119448361937,1.1362164952786038,0.0,0.0
Canada,6,100.17516491302493,4.010275037292376,0.9783036225960757,0.0,0.0
Canada,7,97.99554340969107,3.8220298339841516,0.9984949947733951,0.0,0.0
Canada,8,97.25883548284885,3.84417341706575,0.959064032991032,0.0,0.0
Canada,9,96.05842983701572,3.7150377340598557,1.0349689822648023,0.0,0.0
Canada,10,96.88877869576328,3.9651116745929182,0.9299772119161155,0.0,0.0
Canada,11,90.10656418705985,8.165111674592918,3.729977211916115,0.0,0.0
Canada,12,89.32258176497074,8.288474898399434,3.822190424486591,0.0,0.0
Canada,13,91.22280797826377,7.873589666844159,3.738963454403593,0.0,0.0
Canada,14,90.65091362111025,8.210831863485959,4.338988173281749,0.0,0.0
Canada,15,90.3890020884175,8.423730344161218,4.540991789660841,0.0,0.0
Canada,16,91.5725669156501,6.168371295027791,5.208528023622887,2.8,4.0
Canada,17,91.3718092147978,6.0970088529795134,5.085888045806262,2.8,4.0
Canada,18,92.45196591358336,5.730857137873844,4.892483760382656,2.8,4.0
Canada,19,91.923886264036,5.5568121285316625,4.47713177112737,2.8,4.0
Canada,20,92.16667273982789,5.501133692953156,4.675712933842121,2.8,4.0
Canada,21,92.36653319213927,5.80507537939158,4.802930532875198,2.8,4.0
Export Development Canada,0,100.0,5.0,2.0,0.0,0.0
Export Development Canada,1,98.07461603717876,4.84281722388416,2.0432711838373825,0.0,0.0
Export Development Canada,2,99.12719349504523,4.824086790858529,1.7487436746212495,0.0,0.0
Export Development Canada,3,99.64937807440569,4.669940938926956,2.019324778900971,0.0,0.0
Export Development Canada,4,98.88754887743687,4.906070135904322,1.900524764632899,0.0,0.0
Export Development Canada,5,100.02154056558425,4.839792868609862,1.8113928765804481,0.0,0.0
Export Development Canada,6,99.69874992847107,4.475198585785502,2.2209818976375697,0.0,0.0
Export Development Canada,7,100.14672149579289,4.23532487182448,2.3493167133768877,0.0,0.0
Export Development Canada,8,101.68286176907539,3.9956269899461354,2.304525991351051,0.0,0.0
Export Development Canada,9,100.23294200506407,3.8847227686416703,2.05941776788891,0.0,0.0
Export Development Canada,10,99.4094153085257,4.02772304262767,2.8070662460792852,0.0,0.0
Export Development Canada,11,92.4507562369289,8.22772304262767,5.607066246079285,0.0,0.0
Export Development Canada,12,92.46515145248053,7.935400334035075,6.053528624804282,0.0,0.0
Export Development Canada,13,92.8660698439984,7.7170875498802936,6.08857144297039,0.0,0.0
Export Development Canada,14,92.84250794022817,7.407069084802278,5.867570887201194,0.0,0.0
Export Development Canada,15,93.03546829840337,7.0313071988544555,5.946190789857599,0.0,0.0
Export Development Canada,16,93.13611303032025,4.464223544635116,6.769894155429568,2.8,4.0
Export Development Canada,17,93.28344405590433,4.269463252165592,6.848666632506141,2.8,4.0
Export Development Canada,18,94.30758095569225,4.220293615239972,6.73828476916313,2.8,4.0
Export Development Canada,19,94.1280869070071,4.215441349421424,7.056780127827117,2.8,4.0
Export Development Canada,20,92.73504737672087,4.677927372154543,7.259168211596937,2.8,4.0
Export Development Canada,21,94.4154608400332,4.675499715190739,6.990584307161013,2.8,4.0
Large Employer,0,100.0,5.0,2.0,0.0,0.0
Large Employer,1,100.27296439041922,4.94604659535686,2.1431320758155787,0.0,0.0
Large Employer,2,99.1573128034183,4.976662685047013,1.978441490685698,0.0,0.0
Large Employer,3,99.30009993720685,4.954960211546108,2.086298278183078,0.0,0.0
Large Employer,4,98.95687367517488,5.475455505198644,1.9254157818040474,0.0,0.0
Large Employer,5,97.5922382156795,5.451088937710411,1.2907541453077795,0.0,0.0
Large Employer,6,98.02762005783222,5.717369390613688,1.3219580982241537,0.0,0.0
Large Employer,7,98.30240236009332,5.665123902999372,1.4454148851744686,0.0,0.0
Large Employer,8,97.42837175899089,5.499141364210696,1.6581217679879203,0.0,0.0
Large Employer,9,98.14555781615319,5.164036179643717,1.7678752769862132,0.0,0.0
Large Employer,10,97.51164710471741,5.032681104114996,2.176379162965563,0.0,0.0
Large Employer,11,90.68583180738719,9.232681104114995,4.9763791629655625,0.0,0.0
Large Employer,12,90.4877158731833,9.059579348786448,4.333973484095779,0.0,0.0
Large Employer,13,91.49854961951748,9.092533846121071,4.162835621850561,0.0,0.0
Large Employer,14,91.82651046349307,9.03537939582171,4.952746053125538,0.0,0.0
